,routing_processing_time_s,local_processing_time_s
3344,1.2715,1.1014
3345,3.9976,3.1628
3346,2.687,3.3156
3347,2.7792,3.4638
3348,1.4382,2.9567
3349,3.5407,1.9891
3350,2.4548,1.7234
3351,3.0733,1.0741
3352,1.979,2.3181
3353,1.9946,1.4835
3354,3.3049,1.4551
3355,1.9382,1.6986
3356,1.0391,3.369
3357,3.2888,2.4701
3358,1.4972,3.0439
3359,1.9278,2.3311
3360,0.6694,1.3527
3361,3.3794,2.7196
3362,2.1559,2.3411
3363,3.2176,3.0029
3364,0.4386,2.1533
3365,2.3923,2.4535
3366,2.0009,2.7943
3367,2.9404,3.5651
3368,1.2175,2.1088
3369,3.2872,3.1427
3370,1.7748,2.3917
3371,4.6544,2.6804
3372,1.7474,3.0696
3373,2.8316,3.008
3374,2.7548,3.3661
3375,3.5183,3.361
3376,2.8138,2.543
3377,1.4733,3.0472
3378,2.7906,2.1585
3379,3.2523,3.0145
3380,1.2525,2.7663
3381,2.9785,2.8421
3382,2.2296,2.8556
3383,3.067,3.3747
3384,1.487,2.0791
3385,1.9562,2.1782
3386,1.8963,2.2365
3387,3.6296,1.4039
3388,1.0138,2.4943
3389,2.7616,2.9226
3390,1.9861,3.1913
3391,3.039,1.896
3392,1.0559,3.4168
3393,3.0045,2.2108
3394,1.7583,2.9087
3395,3.0167,2.9359
3396,1.5316,1.6045
3397,3.1363,3.1488
3398,1.5441,1.0943
3399,3.3045,1.89
3400,1.028,1.4812
3401,2.0781,2.0321
3402,2.0982,2.8021
3403,3.8228,1.7246
3404,2.5321,1.5306
3405,3.7413,3.0356
3406,1.7354,3.1615
3407,3.4962,1.1864
3408,2.3283,1.5218
3409,3.0739,3.3599
3410,1.7403,2.3214
3411,3.2148,2.1909
3412,0.4884,2.4021
3413,3.519,1.9889
3414,1.7678,1.609
3415,2.8223,2.8033
3416,1.7404,2.1439
3417,3.0832,2.4393
3418,2.1518,3.191
3419,4.3682,1.9412
3420,2.523,1.3565
3421,1.9519,1.5331
3422,1.7944,2.1518
3423,3.7836,3.1928
3424,1.2582,2.7646
3425,2.548,3.0176
3426,1.7617,1.5486
3427,3.2146,3.0695
3428,2.2905,2.0434
3429,3.3576,2.1022
3430,1.5589,3.066
3431,2.8439,2.9436
3432,2.3059,1.923
3433,2.1148,3.2713
3434,2.9945,1.1662
3435,4.0941,2.1498
3436,1.0084,3.0646
3437,3.7261,3.2059
3438,2.8208,1.8605
3439,4.3261,2.3203
3440,2.5442,3.2059
3441,3.0042,3.417
3442,1.7717,1.9972
3443,3.1784,2.2039
3444,1.4607,2.4377
3445,1.9368,3.3794
3446,3.3856,1.1072
3447,4.2276,1.0832
3448,1.1011,3.211
3449,3.0633,2.8349
3450,2.743,4.0624
3451,2.7831,2.7996
3452,1.5284,1.9432
3453,2.7726,3.1885
3454,2.7227,1.4241
3455,2.2202,2.3032
3456,1.2812,3.2392
3457,1.8816,2.7215
3458,2.6465,2.1826
3459,2.9944,2.7183
3460,2.2744,2.2483
3461,2.1136,2.0342
3462,2.6232,2.1653
3463,3.088,3.171
3464,2.263,1.9936
3465,2.3236,2.896
3466,2.7041,3.4919
3467,4.0468,2.5183
3468,1.2468,2.7565
3469,1.7394,1.8656
3470,2.5203,2.1872
3471,2.7801,2.9184
3472,1.697,1.3985
3473,3.1148,2.0266
3474,2.6935,2.2227
3475,3.2505,1.4473
3476,0.4283,1.7196
3477,2.9329,1.8836
3478,1.7861,3.4404
3479,3.0853,3.0283
3480,1.3136,0.6044
3481,3.2295,3.4059
3482,2.6443,1.7931
3483,3.0665,1.7625
3484,0.517,3.5767
3485,2.9976,2.9079
3486,2.65,2.1977
3487,2.8189,2.9775
3488,1.4833,1.9011
3489,3.2979,1.8268
3490,2.6752,2.1989
3491,2.8368,3.2879
3492,1.2598,2.2949
3493,2.785,1.849
3494,1.9134,2.8215
3495,2.1967,1.9366
3496,2.3715,1.9088
3497,1.9497,3.0979
3498,2.9277,1.5203
3499,2.3968,3.6578
3500,1.2383,2.9694
3501,1.9652,3.191
3502,3.966,1.15
3503,4.1057,3.4027
3504,1.442,2.1982
3505,1.9118,3.2073
3506,1.7426,3.1625
3507,1.9852,1.3582
3508,0.4426,3.4279
3509,2.9725,2.0341
3510,4.0288,3.1811
3511,4.2607,1.855
3512,2.2658,0.4341
3513,1.9218,2.5861
3514,2.9693,3.3895
3515,3.8157,1.9539
3516,2.3061,1.8812
3517,2.8726,0.6755
3518,2.1262,3.0037
3519,3.2512,3.36
3520,1.3123,1.1875
3521,2.1686,3.2005
3522,2.6279,2.2039
3523,3.0707,2.4951
3524,1.2487,2.7935
3525,3.1273,1.9566
3526,1.7685,2.6422
3527,3.1729,1.8703
3528,2.2579,3.1867
3529,2.9857,2.4981
3530,1.714,1.679
3531,3.3104,2.7593
3532,1.4934,2.0838
3533,2.9676,1.6979
3534,1.963,2.1404
3535,2.9511,2.3904
3536,0.4904,2.3553
3537,3.4434,2.3125
3538,1.7017,3.1939
3539,2.9183,2.9964
3540,1.3151,3.1343
3541,2.5985,3.3005
3542,2.7282,1.7129
3543,3.3798,3.2571
3544,1.4595,1.3518
3545,2.2695,3.2388
3546,3.0665,2.117
3547,3.1331,1.5627
3548,1.3826,2.066
3549,3.2948,1.8727
3550,2.6402,3.1492
3551,3.6811,2.0925
3552,1.5111,2.629
3553,3.2533,2.4108
3554,1.9246,2.1989
3555,2.0002,3.1189
3556,1.819,1.3597
3557,2.0984,3.6341
3558,3.8524,1.5815
3559,2.0473,3.0249
3560,1.2408,2.4671
3561,2.8857,3.3712
3562,2.0028,1.9219
3563,3.0274,3.577
3564,1.2322,2.0215
3565,3.1055,3.3758
3566,1.7801,2.2486
3567,3.0265,3.3781
3568,1.4441,1.9225
3569,2.8415,3.3706
3570,1.8282,1.4498
3571,4.7101,2.3594
3572,1.1109,1.8993
3573,2.5677,2.6455
3574,3.2696,2.3075
3575,3.2303,3.4827
3576,0.6913,2.4153
3577,4.0265,2.1081
3578,3.743,1.3607
3579,3.1219,1.5396
3580,0.407,1.0986
3581,2.0901,3.1804
3582,2.8821,2.181
3583,2.3457,2.0028
3584,1.2129,3.0361
3585,1.8467,0.9258
3586,2.5437,1.7499
3587,3.3536,3.1219
3588,0.7138,3.0111
3589,3.1497,3.2713
3590,2.0022,2.0222
3591,2.9302,3.6823
3592,1.2329,1.942
3593,3.1856,3.4289
3594,3.8217,1.3561
3595,3.7809,2.4636
3596,1.5738,2.0927
3597,2.657,2.2818
3598,2.2417,0.6851
3599,3.0878,2.8912
3600,1.519,2.2146
3601,3.0443,2.8778
3602,1.1252,2.9108
3603,4.4241,2.2198
3604,1.3245,2.3122
3605,3.0239,3.0793
3606,1.937,2.1909
3607,3.1818,1.309
3608,1.5613,1.3217
3609,2.8485,3.5436
3610,2.4791,2.2548
3611,2.6986,2.8799
3612,1.2563,3.1174
3613,2.8106,2.1275
3614,1.9344,2.0546
3615,4.1293,3.2607
3616,1.5447,1.1651
3617,2.8617,2.9149
3618,2.3057,2.2658
3619,2.8477,1.9511
3620,1.0699,2.6351
3621,2.9305,0.6607
3622,1.8119,1.9162
3623,3.4139,2.9458
3624,1.5366,2.6771
3625,2.8362,2.1458
3626,3.1951,2.917
3627,3.0085,1.8049
3628,2.244,3.2217
3629,2.7079,3.1988
3630,2.5317,1.7684
3631,3.4309,3.3776
3632,1.2776,3.2266
3633,3.3993,3.0604
3634,1.8891,3.3761
3635,3.165,3.2553
3636,0.4555,2.507
3637,3.2932,3.2862
3638,2.7609,2.3083
3639,3.1523,3.2934
3640,1.4202,1.3478
3641,3.0584,2.9595
3642,2.0222,2.0604
3643,2.5097,3.3634
3644,2.2733,2.1816
3645,2.5192,3.1952
3646,2.9913,1.3478
3647,3.3608,3.5315
3648,2.5641,1.1139
3649,4.1906,3.1698
3650,1.658,2.0694
3651,3.1479,2.167
3652,2.1064,2.4678
3653,3.03,1.8471
3654,2.6779,2.3771
3655,2.5555,2.6073
3656,1.6301,2.151
3657,3.9437,2.2046
3658,2.3495,1.9447
3659,3.4449,2.2123
3660,2.2375,2.3576
3661,1.8919,1.5397
3662,1.1283,3.223
3663,2.4237,3.441
3664,1.2552,2.0521
3665,3.0062,3.1787
3666,1.7898,3.1655
3667,4.5424,1.5546
3668,1.721,2.6875
3669,1.9115,3.0628
3670,1.4102,3.274
3671,4.0789,2.1327
3672,1.6767,1.5285
3673,2.4686,2.4911
3674,2.1196,2.3247
3675,3.3159,3.2164
3676,1.6048,1.1924
3677,3.3068,3.6452
3678,3.8099,1.3427
3679,2.6973,2.9728
3680,2.5501,1.3448
3681,1.8921,3.037
3682,3.0149,3.3368
3683,2.8383,3.4236
3684,0.4574,1.7058
3685,2.7584,2.1684
3686,1.5105,2.7494
3687,3.8864,1.7571
3688,1.203,1.6383
3689,2.5759,3.8561
3690,1.6552,2.7741
3691,3.2823,3.0831
3692,1.6498,1.5128
3693,2.8318,2.1378
3694,2.091,3.2732
3695,4.2798,2.151
3696,1.0725,3.495
3697,1.8055,3.4633
3698,1.8159,2.0745
3699,2.8932,2.1896
3700,1.3036,3.2317
3701,1.9085,3.3709
3702,2.4141,3.26
3703,3.1948,2.3342
3704,1.4078,2.0701
3705,2.0553,2.805
3706,2.7964,1.6936
3707,4.1257,2.2115
3708,1.3514,1.4599
3709,3.1336,1.5312
3710,2.6667,1.599
3711,1.8946,2.9464
3712,1.5692,2.2676
3713,2.5562,3.1208
3714,2.5335,3.3182
3715,2.7418,1.5235
3716,1.1698,1.2998
3717,2.7702,3.1853
3718,1.7377,2.9956
3719,3.0814,3.5493
3720,1.3561,1.5273
3721,3.2871,3.3343
3722,2.0772,2.0083
3723,3.249,3.2469
3724,2.7553,1.1328
3725,2.8497,3.2532
3726,1.8928,2.9314
3727,4.489,2.1505
3728,1.9514,1.4984
3729,3.0144,2.741
3730,2.8586,0.6877
3731,3.1734,2.2743
3732,1.7337,2.279
3733,2.5005,3.3076
3734,1.9931,2.2226
3735,3.3858,3.8073
3736,2.8215,0.4543
3737,3.9666,1.1814
3738,3.7417,2.1109
3739,2.0714,2.7527
3740,1.2402,1.7477
3741,3.0569,3.0268
3742,2.8648,2.8886
3743,2.9369,2.1326
3744,1.9391,3.0509
3745,3.044,2.1337
3746,2.1603,1.314
3747,3.2295,3.0249
3748,1.6197,1.924
3749,3.411,1.9517
3750,2.6465,3.1959
3751,3.6959,2.6043
3752,2.2597,1.0964
3753,3.1912,3.2101
3754,2.8889,1.9548
3755,3.0478,2.4404
3756,1.3941,1.8293
3757,2.2329,3.0581
3758,1.6824,2.0268
3759,4.5629,2.01
3760,1.668,1.2753
3761,3.1871,3.2722
3762,1.7954,2.3945
3763,2.0975,3.1801
3764,1.3296,2.963
3765,2.9169,2.9899
3766,2.2385,1.5794
3767,3.2004,2.4547
3768,1.666,1.3458
3769,2.691,2.1444
3770,1.8058,1.9381
3771,4.1391,2.036
3772,1.0839,2.2205
3773,2.5928,2.0154
3774,1.9057,2.8114
3775,4.1569,1.517
3776,1.3985,1.9541
3777,3.2394,2.3121
3778,2.3406,1.7014
3779,3.4097,3.2188
3780,1.5329,2.3196
3781,1.6735,3.1534
3782,1.4878,3.2974
3783,3.5927,2.3768
3784,1.3457,3.9658
3785,3.9811,3.2424
3786,3.0275,2.0384
3787,3.1328,2.4197
3788,1.6604,2.1824
3789,3.1959,2.3448
3790,3.1548,3.4876
3791,3.2312,3.1089
3792,2.5073,2.142
3793,3.11,3.0102
3794,1.8549,2.5676
3795,3.3745,1.7567
3796,1.0478,1.8989
3797,2.4888,2.7557
3798,2.597,1.9473
3799,2.936,2.1104
3800,1.291,3.0922
3801,1.9166,3.0424
3802,4.1203,2.0775
3803,2.6971,2.8318
3804,0.7852,2.6721
3805,3.3496,3.4909
3806,3.4684,1.1529
3807,4.1378,3.4695
3808,0.7488,1.6722
3809,2.7967,1.5563
3810,2.9885,1.9266
3811,2.3907,3.4358
3812,1.3615,3.2407
3813,2.1262,3.1975
3814,3.0339,3.4699
3815,2.9937,1.7981
3816,1.0949,2.1775
3817,3.003,2.5452
3818,2.9418,1.2694
3819,2.0513,2.4978
3820,1.1714,2.8355
3821,1.9718,3.5066
3822,2.0827,2.1921
3823,2.7226,1.7896
3824,1.417,1.9122
3825,3.0553,0.7302
3826,2.3422,3.2537
3827,3.1009,2.1
3828,1.2715,2.5229
3829,3.1937,1.236
3830,3.9168,2.5712
3831,1.8292,2.7851
3832,0.7746,2.6837
3833,1.5845,3.4579
3834,3.2713,1.1604
3835,4.1362,2.0135
3836,1.8606,1.4367
3837,2.8446,3.2596
3838,1.6192,2.1681
3839,4.2285,3.2523
3840,2.2523,2.1548
3841,2.2615,2.8183
3842,1.8181,2.2694
3843,2.5713,1.5326
3844,0.483,3.7236
3845,2.6639,1.3079
3846,1.9515,2.2101
3847,3.8691,1.7151
3848,2.4785,1.269
3849,2.916,2.3652
3850,2.2096,2.9051
3851,3.0766,2.3508
3852,0.5091,3.0078
3853,3.2679,2.0036
3854,2.7641,3.4419
3855,2.1239,3.2376
3856,2.6992,2.4197
3857,2.7599,3.2085
3858,2.1795,2.1454
3859,3.5286,1.5986
3860,0.5133,3.5548
3861,2.5554,3.2617
3862,2.2601,1.9692
3863,3.0825,2.9182
3864,1.4602,1.8136
3865,2.8966,3.5465
3866,2.6626,2.0129
3867,2.99,2.8019
3868,1.66,1.9893
3869,2.4753,1.8351
3870,1.9856,1.9888
3871,3.4863,3.1933
3872,1.9237,3.5517
3873,3.0253,3.2215
3874,2.3521,2.1591
3875,3.3665,3.8042
3876,1.3283,2.0627
3877,3.1111,0.732
3878,1.9603,3.1844
3879,3.5094,1.4373
3880,0.4896,3.7884
3881,2.7778,3.0639
3882,2.7423,1.2282
3883,3.7259,2.0253
3884,1.1802,2.2187
3885,2.6293,2.3522
3886,2.9921,3.0563
3887,2.5089,1.72
3888,1.1066,1.9533
3889,2.9475,2.56
3890,2.9113,2.0383
3891,1.8817,2.8785
3892,1.0378,1.8982
3893,2.4477,2.2284
3894,3.0234,2.0959
3895,2.9601,3.0604
3896,2.5003,1.2654
3897,3.2588,1.1691
3898,2.0466,2.5989
3899,2.188,2.2756
3900,2.6307,1.2739
3901,3.6545,1.9179
3902,1.6862,3.1972
3903,3.267,1.6548
3904,1.1665,3.4698
3905,3.2676,2.3914
3906,1.9442,3.2687
3907,3.3254,1.3139
3908,1.4263,1.9202
3909,2.1748,3.2459
3910,1.8428,3.5906
3911,2.3639,1.5435
3912,0.4892,2.0111
3913,2.8291,3.1866
3914,2.2223,2.17
3915,4.1676,1.1478
3916,2.3571,3.5164
3917,3.7776,2.6816
3918,2.5733,3.2607
3919,3.0513,3.5077
3920,0.4965,2.8836
3921,2.1401,1.6084
3922,1.98,1.7091
3923,3.1744,2.9547
3924,1.4411,2.9796
3925,2.7784,1.8197
3926,3.1875,2.0644
3927,3.4836,3.2646
3928,2.2637,2.3354
3929,2.5499,2.3769
3930,1.9633,2.3947
3931,3.0117,2.024
3932,2.2762,3.5122
3933,2.7667,2.8006
3934,2.1594,2.3416
3935,3.598,1.6102
3936,1.9969,3.5283
3937,2.7779,2.0811
3938,1.1371,3.2236
3939,3.2914,1.8295
3940,1.2828,1.5205
3941,2.0507,2.7597
3942,2.2082,1.5969
3943,3.2861,3.262
3944,0.8143,2.3724
3945,3.7796,2.0155
3946,2.4218,2.7376
3947,3.25,3.4361
3948,2.2963,1.5455
3949,2.8524,2.0706
3950,3.2299,1.6285
3951,1.946,3.1162
3952,0.5083,3.5678
3953,3.1258,2.3402
3954,2.0748,3.3651
3955,4.5074,2.4226
3956,2.1435,2.0905
3957,2.5523,3.0069
3958,1.6762,1.6636
3959,3.5599,2.0182
3960,2.3268,1.1909
3961,2.0184,2.0383
3962,2.6106,1.5511
3963,3.6464,0.863
3964,1.442,2.7694
3965,2.8363,2.179
3966,3.369,1.2119
3967,2.4077,1.4241
3968,0.4953,0.723
3969,2.7786,2.4457
3970,1.8092,3.5221
3971,4.0354,2.8437
3972,0.9705,2.1735
3973,2.7547,1.845
3974,2.791,3.2431
3975,3.3027,3.1839
3976,1.7522,1.6566
3977,2.2414,2.5272
3978,2.3321,1.2776
3979,4.2089,3.5272
3980,1.0942,3.1138
3981,1.6537,2.8592
3982,2.6257,1.4848
3983,2.2439,2.8986
3984,2.4753,2.1734
3985,3.1589,2.1092
3986,2.9048,1.2203
3987,3.0541,2.3204
3988,0.5092,2.9661
3989,1.3082,3.4714
3990,2.0104,1.3376
3991,4.4491,1.1759
3992,2.6064,1.4456
3993,3.1501,2.5134
3994,2.2863,3.0497
3995,3.068,2.3683
3996,1.2438,2.1576
3997,2.0294,3.1652
3998,1.1355,2.9569
3999,5.0734,1.2226
4000,1.78,0.568
4001,4.2127,2.0455
4002,2.7099,2.0675
4003,3.0557,2.1112
4004,1.2477,3.6758
4005,2.8912,2.2115
4006,1.9162,2.7481
4007,3.0352,2.3451
4008,0.5228,3.1654
4009,1.1779,3.1055
4010,3.2127,2.1256
4011,3.4503,3.0399
4012,0.5216,2.0712
4013,2.9749,2.5164
4014,2.9299,1.1836
4015,3.3113,3.2614
4016,2.5516,3.368
4017,2.6572,3.5487
4018,1.593,2.0011
4019,3.2187,3.2645
4020,0.8293,1.9642
4021,1.7188,2.9441
4022,2.9387,2.1939
4023,3.3861,2.3924
4024,1.659,2.1314
4025,2.938,3.2591
4026,2.6543,1.2978
4027,2.4654,3.2924
4028,1.3785,3.1538
4029,2.9879,1.3324
4030,3.8155,3.5839
4031,2.2527,2.3811
4032,2.0392,4.1298
4033,1.3279,2.5477
4034,3.092,1.6513
4035,4.4665,1.3782
4036,2.2759,2.2617
4037,2.8746,2.5152
4038,2.9542,0.5101
4039,4.4637,2.5162
4040,0.5881,2.5333
4041,2.3015,0.7716
4042,2.1658,2.3694
4043,3.5488,3.0
4044,0.8351,2.4381
4045,2.1719,1.9373
4046,2.7613,3.5038
4047,4.5886,1.1823
4048,2.3256,3.3308
4049,2.9784,1.8032
4050,2.8381,2.6036
4051,2.2113,2.8811
4052,1.5867,2.8316
4053,1.745,2.3111
4054,3.2799,1.1956
4055,2.66,3.2305
4056,1.3875,3.3742
4057,1.9496,2.0923
4058,3.1173,2.2958
4059,3.2952,2.4955
4060,1.4362,1.6722
4061,1.6377,1.8058
4062,1.9539,2.4493
4063,3.2468,2.4831
4064,0.5276,2.9758
4065,2.527,1.6996
4066,2.7869,2.3682
4067,1.6121,2.9026
4068,0.8723,1.3199
4069,2.2983,1.2723
4070,1.9845,3.1734
4071,2.2688,2.5788
4072,2.0418,2.1384
4073,2.5102,3.4473
4074,3.6013,2.5551
4075,2.3264,3.5473
4076,0.8667,3.4409
4077,3.2083,1.2113
4078,2.6317,1.2306
4079,2.4591,3.2504
4080,1.4261,3.8796
4081,1.5924,2.0968
4082,3.5099,2.1819
4083,3.0484,2.2412
4084,1.3133,2.0334
4085,2.6129,2.964
4086,1.1019,3.1776
4087,4.6071,1.174
4088,2.532,2.3291
4089,1.9839,2.96
4090,1.5075,3.2336
4091,4.6673,2.0676
4092,1.5313,1.6876
4093,3.2144,2.5391
4094,1.1421,3.5065
4095,2.2491,3.1421
4096,0.4884,3.369
4097,2.7186,1.9951
4098,2.8118,2.0264
4099,3.0299,3.1487
4100,0.5127,2.9556
4101,2.2779,1.6363
4102,3.2399,3.3511
4103,4.2831,3.5195
4104,1.802,1.1811
4105,2.9668,2.0792
4106,3.2506,1.7449
4107,1.9094,2.9318
4108,0.8688,2.2224
4109,3.1259,2.2885
4110,1.557,2.4923
4111,3.7767,1.614
4112,3.4617,1.1692
4113,2.7247,2.0897
4114,1.1612,2.1199
4115,3.4177,1.4836
4116,0.5004,1.8818
4117,2.7255,1.8852
4118,1.2086,2.9269
4119,3.1234,2.1056
4120,1.2404,2.1794
4121,2.0813,3.2813
4122,3.052,3.192
4123,2.5928,2.3599
4124,0.53,3.4483
4125,2.7749,2.0959
4126,1.2625,3.2819
4127,4.7321,2.0433
4128,1.3805,1.9617
4129,1.9739,3.5494
4130,2.9801,3.2834
4131,2.1127,1.6824
4132,0.7734,3.8667
4133,3.9436,2.0514
4134,2.7158,2.4922
4135,3.4572,2.2489
4136,2.0703,3.5496
4137,2.7846,2.9765
4138,3.9173,1.1547
4139,4.2962,2.7152
4140,0.5276,2.8831
4141,1.8985,3.1346
4142,1.2271,3.4549
4143,2.5718,2.4424
4144,1.5108,1.4097
4145,2.7721,2.9568
4146,1.5308,3.2231
4147,4.6985,2.6219
4148,1.2923,0.5293
4149,3.0792,3.1308
4150,3.7993,0.5362
4151,3.1253,2.9334
4152,0.8646,3.1951
4153,1.1768,3.0206
4154,1.5883,3.2321
4155,4.7351,2.784
4156,1.3856,2.1428
4157,3.3962,1.8711
4158,2.1308,3.4888
4159,2.2817,2.8379
4160,0.8892,3.1518
4161,2.3652,1.6475
4162,2.6675,1.8906
4163,3.1531,4.0518
4164,1.2987,2.8662
4165,1.6508,1.7405
4166,2.3719,1.6366
4167,3.221,3.07
4168,0.8649,2.0966
4169,2.9167,0.5385
4170,3.1622,1.1921
4171,3.6276,1.6897
4172,1.4607,1.9866
4173,2.3632,1.5928
4174,2.1766,3.316
4175,3.1189,3.405
4176,2.047,3.8345
4177,2.7079,2.5314
4178,2.8536,3.7897
4179,3.1188,2.8194
4180,0.6952,2.1537
4181,3.4377,2.047
4182,2.0012,1.1812
4183,3.0875,3.3148
4184,0.8807,1.3426
4185,2.3625,2.0445
4186,1.1298,3.7728
4187,4.6291,1.1494
4188,2.298,2.6067
4189,1.178,2.2232
4190,2.0169,2.5293
4191,4.5887,1.2372
4192,3.482,1.6492
4193,2.2541,3.8341
4194,1.7469,3.446
4195,2.2899,1.6932
4196,0.5352,3.5981
4197,2.0531,2.6155
4198,3.0899,3.8723
4199,2.314,2.799
4200,2.2732,1.173
4201,2.3255,2.0372
4202,3.2599,1.1741
4203,3.3055,2.8135
4204,0.7044,2.1674
4205,2.5996,3.2815
4206,1.6008,3.4184
4207,3.3114,2.2203
4208,1.6843,1.1245
4209,3.3188,1.177
4210,3.0072,2.9466
4211,2.64,2.1344
4212,1.9406,3.8588
4213,2.3097,0.8079
4214,2.9123,1.1491
4215,4.34,1.225
4216,2.5468,0.5299
4217,3.7557,1.1494
4218,3.0289,2.9531
4219,4.6205,1.1549
4220,2.3271,3.3247
4221,4.6331,1.1831
4222,3.9926,1.1379
4223,4.5367,2.459
4224,0.7126,2.5569
4225,2.9998,2.9666
4226,1.3543,3.555
4227,4.7653,2.1142
4228,1.9134,1.5776
4229,2.7962,3.5985
4230,3.7485,1.1653
4231,4.6096,3.3607
4232,0.8588,2.7885
4233,2.2032,2.4481
4234,1.619,2.7754
4235,3.4786,2.6606
4236,2.482,1.1749
4237,3.0406,3.3087
4238,3.0036,1.444
4239,4.0898,2.0721
4240,1.7178,1.28
4241,3.9503,3.2165
4242,1.3173,3.2558
4243,5.0013,2.0364
4244,1.2791,3.1195
4245,2.7487,1.9455
4246,1.2228,3.2183
4247,5.023,3.588
4248,0.9007,2.5399
4249,1.927,3.489
4250,2.0553,2.3907
4251,5.0648,2.0207
4252,2.3716,1.5237
4253,2.2126,3.0435
4254,2.6663,2.9796
4255,5.275,0.5445
4256,1.8676,1.7039
4257,2.2383,2.9513
4258,3.1522,1.6081
4259,2.3758,2.9484
4260,1.9469,2.3517
4261,1.1486,3.1418
4262,3.3629,1.5161
4263,4.3735,3.5365
4264,1.1735,2.4153
4265,1.952,3.1825
4266,1.9226,3.8644
4267,4.4552,2.6951
4268,1.1372,3.3616
4269,3.0218,1.4776
4270,3.0069,1.1692
4271,4.1795,2.248
4272,1.1531,2.1768
4273,2.7827,2.6562
4274,3.0385,2.5742
4275,3.1837,3.2098
4276,0.9098,3.0057
4277,2.1667,1.2707
4278,2.8277,3.2383
4279,4.6274,3.325
4280,1.1516,1.3801
4281,2.4375,3.0253
4282,2.8607,3.2319
4283,4.9524,3.302
4284,1.137,1.693
4285,2.3337,2.2555
4286,3.0363,1.3561
4287,4.5836,3.6076
4288,1.1523,2.2255
4289,1.4253,3.0803
4290,1.1528,2.9935
4291,4.6459,0.5505
4292,2.6107,1.1505
4293,2.785,2.7566
4294,2.8553,2.0321
4295,4.9275,4.5282
4296,1.2853,3.2361
4297,1.9321,2.5119
4298,3.9669,1.1819
4299,4.3455,1.177
4300,2.5813,3.7715
4301,2.3255,3.3032
4302,1.9874,3.9765
4303,3.0465,2.5516
4304,2.7875,2.2964
4305,2.5251,3.5685
4306,3.0474,1.6892
4307,2.9131,3.281
4308,1.857,2.8325
4309,3.7668,1.1576
4310,3.1293,1.9807
4311,2.7067,2.4132
4312,1.9048,1.4183
4313,3.124,3.3376
4314,1.5852,2.1403
4315,2.6362,2.7942
4316,1.1497,2.282
4317,2.1208,1.6187
4318,3.2416,0.5789
4319,4.3927,1.1687
4320,2.6508,3.3202
4321,3.0136,1.9517
4322,2.3634,2.9587
4323,2.9395,2.2339
4324,0.8196,2.9794
4325,1.3338,3.8554
4326,4.3718,1.1704
4327,4.3327,3.9888
4328,1.3342,2.0537
4329,2.9307,3.0015
4330,1.3457,3.8174
4331,4.7669,2.6101
4332,0.9054,2.9772
4333,1.1389,3.2032
4334,1.3749,2.1321
4335,5.2589,1.1291
4336,2.3891,0.5234
4337,3.9542,1.6954
4338,2.252,2.1046
4339,3.4335,2.9885
4340,0.9147,2.4401
4341,2.2346,2.489
4342,2.349,1.1653
4343,4.3648,1.1587
4344,2.3768,1.3857
4345,2.8105,2.5736
4346,2.2578,2.4724
4347,3.3223,1.3748
4348,2.3015,1.179
4349,3.0214,2.3694
4350,3.4167,1.4987
4351,3.3381,2.1884
4352,0.5964,3.4172
4353,3.0295,3.3353
4354,4.0921,1.5807
4355,4.3461,3.5995
4356,1.4044,1.971
4357,2.6133,2.604
4358,2.8347,3.2369
4359,4.6203,1.1656
4360,2.5711,1.372
4361,2.797,3.0037
4362,1.6006,3.2537
4363,4.7988,1.5536
4364,1.3956,2.0208
4365,3.0281,2.504
4366,3.77,4.1196
4367,3.1898,1.3773
4368,0.9825,2.088
4369,2.4496,2.2052
4370,2.5188,1.956
4371,2.997,3.0101
4372,0.9346,3.2104
4373,2.671,3.2238
4374,3.8806,2.5268
4375,3.0552,1.4218
4376,2.4169,3.7304
4377,2.3073,3.2769
4378,2.2278,2.0734
4379,3.2593,3.2634
4380,0.948,2.9664
4381,2.0224,3.1468
4382,1.9481,2.1738
4383,5.139,1.2522
4384,2.3845,0.5564
4385,3.9929,1.1741
4386,3.7343,1.7076
4387,2.7908,2.5747
4388,0.7494,2.587
4389,2.2216,2.5485
4390,2.3401,3.4518
4391,2.2801,1.433
4392,2.3969,2.0295
4393,1.3065,3.0639
4394,4.1571,1.3959
4395,4.6565,3.3534
4396,1.1794,3.234
4397,1.7766,3.3655
4398,3.3648,1.2284
4399,4.0296,2.2157
4400,1.8698,2.4863
4401,2.8327,2.2369
4402,2.7537,3.6324
4403,2.2689,2.9065
4404,2.411,2.297
4405,2.8233,3.0183
4406,1.37,3.2028
4407,4.1558,2.0601
4408,2.2635,1.6168
4409,2.8115,3.6309
4410,2.8477,3.5205
4411,1.6993,2.9008
4412,0.9495,1.6274
4413,2.618,1.7554
4414,2.7332,3.396
4415,4.9117,1.9585
4416,2.3915,1.1205
4417,3.0171,2.1378
4418,3.2042,2.5605
4419,2.0641,4.0871
4420,1.2103,1.8257
4421,1.3123,2.6092
4422,2.9889,1.2753
4423,3.5194,0.5774
4424,1.7556,0.5838
4425,1.9576,1.8006
4426,4.1354,3.7838
4427,3.6,3.3661
4428,0.9397,1.6436
4429,2.6237,1.7073
4430,3.2828,2.9849
4431,4.6705,1.1632
4432,2.3816,2.3366
4433,1.1504,3.3835
4434,3.1061,2.7234
